	en	zh
3708	that's a nice coat .	那是一件不错的大衣。
3709	that's encouraging .	那真令人鼓舞。
3710	that's for suckers .	它是给容易上当受骗的人的。
3711	that's no big deal .	那没什么大不了的。
3712	that's not my wife .	这不是我的妻子。
3713	that's really nice .	真好。
3714	that's what i hope .	我希望如此。
3715	that's what i like .	我就喜欢它。
3716	that's what i want .	那就是我想要的。
3717	the area was quiet .	这地区很安静。
3718	the car broke down .	汽车发生故障了。
3719	the car hit a wall .	那辆车撞到墙了。
3720	the case is closed .	结案了。
3721	the chance is gone .	机会错过了。
3722	the coffee is cold .	咖啡是冷的。
3723	the crow flew away .	这只乌鸦飞走了。
3724	the damage is done .	覆水难收。
3725	the danger is over .	危险已过去。
3726	the dog is barking .	狗在叫。
3727	the lid won't open .	这盖子打不开。
3728	the light is green .	现在是绿灯。
3729	the lights are out .	灯已关了。
3730	the lock is broken .	锁坏了。
3731	the old dog barked .	老狗叫了。
3732	the parrot is dead .	那只鹦鹉死了。
3733	the plane is ready .	飞机准备好了。
3734	the plane took off .	飞机起飞了。
3735	the problem is tom .	问题是汤姆。
3736	the summer is over .	夏天过去了。
3737	the thief ran away .	小偷跑了。
3738	the tire leaks air .	轮胎漏气了。
3739	there goes our bus .	我们的车走了。
3740	there you go again .	你又来了。
3741	there's no mistake .	没有错误。
3742	these are my books .	这些是我的书。
3743	these dogs are big .	这些狗很大。
3744	these must be fake .	这一定是假的。
3745	they all have come .	他们全都来了。
3746	they are satisfied .	他们满意了。
3747	they didn't listen .	他们没听。
3748	they didn't pay me .	他们没付我钱。
3749	they didn't see us .	他们没看到我们。
3750	they don't like me .	他们不喜欢我。
3751	they forced me out .	他们逼我出来。
3752	they live in peace .	他们过着和平的生活。
3753	they look familiar .	他们很眼熟。
3754	they never give up .	他们永不言弃。
3755	they obeyed orders .	他们服从了命令。
3756	they turned around .	他们转过身。
3757	they were so young .	他们是那么年轻。
3758	they will not pass !	他们不会通过的 !
3759	they won't hurt us .	他们不会伤害我们。
3760	they work together .	他们在一起工作。
3761	this book is small .	这本书小。
3762	this book is yours .	这本书是你的。
3763	this book was easy .	这本书很容易。
3764	this boy is my son .	这个男孩是我儿子。
3765	this chair is ugly .	这把椅子很丑。
3766	this chair is ugly .	这把椅子很难看。
3767	this clock is mine .	这个表是我的。
3768	this fork is dirty .	这把叉子是脏的。
3769	this house is mine .	这个房子是我的。
3770	this house is mine .	这房子是我的。
3771	this is mary's dog .	这是玛丽的狗。
3772	this is a hospital .	这是医院。
3773	this is all i know .	这是我所知道的。
3774	this is impossible .	这不可能。
3775	this is just wrong .	这就是错的。
3776	this is my bedroom .	这是我的卧室。
3777	this is my bicycle .	这是我的自行车。
3778	this is my problem .	这是我的问题。
3779	this is my project .	这是我的项目。
3780	this is not my car .	这不是我的车。
3781	this is quite good .	这可真好。
3782	this is surprising .	这是令人吃惊的。
3783	this is way better .	这样好多了。
3784	this isn't a tiger .	这不是老虎。
3785	this isn't for you .	这不是给你的。
3786	this story is true .	这个故事是真的。
3787	those are my pants .	那些是我的裤子。
3788	those dogs are big .	那些狗都很大。
3789	today is very warm .	今天很热。
3790	tom abandoned hope .	汤姆放弃了希望。
3791	tom abandoned them .	汤姆抛弃了他们。
3792	tom asked for food .	汤姆要食物。
3793	tom began laughing .	汤姆开始笑了。
3794	tom began to speak .	汤姆开始说话。
3795	tom comforted mary .	汤姆安慰了玛丽。
3796	tom cut his finger .	汤姆切到了手指。
3797	tom died in battle .	汤姆在战斗中死了。
3798	tom died in combat .	汤姆在战斗中死了。
3799	tom follows orders .	汤姆服从命令。
3800	tom freed the bird .	tom将鸟放走。
3801	tom got ripped off .	汤姆被宰了。
3802	tom got ripped off .	汤姆被敲竹杠了。
3803	tom has an old car .	汤姆有辆旧车。
3804	tom has no manners .	tom没有礼貌。
3805	tom has short hair .	汤姆(tom)留短发
3806	tom has three cats .	tom有三只猫。
3807	tom is a good cook .	汤姆是个好厨师。
3808	tom is always late .	汤姆总是迟到。
3809	tom is coming , too .	汤姆也来。
3810	tom is crying , too .	汤姆也在哭。
3811	tom is going crazy .	汤姆要发疯。
3812	tom is intoxicated .	汤姆醉了。
3813	tom is more active .	汤姆更活跃。
3814	tom is quite fussy .	汤姆相当挑剔。
3815	tom is serious now .	汤姆现在是认真的。
3816	tom is still upset .	汤姆还是不安。
3817	tom is there alone .	tom独自在那。
3818	tom isn't a racist .	汤姆不是种族主义者。
3819	tom isn't an angel .	汤姆不是天使。
3820	tom isn't an idiot .	汤姆不是傻瓜。
3821	tom isn't an idiot .	汤姆不是白痴。
3822	tom knows you know .	汤姆知道你知道。
3823	tom learned french .	汤姆学习了法语。
3824	tom likes football .	汤姆喜欢足球。
3825	tom likes swimming .	汤姆喜欢游泳。
3826	tom made fun of me .	汤姆拿我开心。
3827	tom needs a friend .	汤姆需要一个朋友
3828	tom runs very fast .	汤姆跑得快。
3829	tom said he'd wait .	汤姆说他会等。
3830	tom salted his egg .	汤姆在蛋上撒盐。
3831	tom studied french .	汤姆学习了法语。
3832	tom teaches french .	汤姆教法语。
3833	tom traveled alone .	汤姆独自旅行。
3834	tom waited outside .	汤姆在外面等。
3835	tom wanted revenge .	汤姆想报仇。
3836	tom wants to speak .	汤姆想说话。
3837	tom was victorious .	汤姆胜利了。
3838	tom was victorious .	汤姆获得了胜利。
3839	tom wasn't injured .	汤姆没受伤。
3840	tom wasn't thirsty .	汤姆不渴。
3841	tom waved his hand .	汤姆挥手了。
3842	tom won't be happy .	汤姆不会高兴。
3843	tom's door is open .	汤姆的门开著。
3844	tomorrow is sunday .	明天是星期天。
3845	turn off the light .	关灯。
3846	wait just a moment .	就等一会儿。
3847	was her story true ?	她的故事是真的吗？
3848	was his story true ?	他的故事是真的吗？
3849	was the soup tasty ?	这汤好喝吗？
3850	we adopted a child .	我们收养了一个孩子。
3851	we all fell asleep .	我们都睡着了。
3852	we can't talk here .	我们不能在这里谈。
3853	we didn't break in .	我们没有打断。
3854	we don't have time .	我们没时间。
3855	we don't like rain .	我们不喜欢下雨。
3856	we don't trust tom .	我们不相信汤姆。
3857	we have many goals .	我们有许多目标。
3858	we have three kids .	我们有三个孩子。
3859	we just need water .	我们需要的只有水。
3860	we kept them quiet .	我们让他们保持安静。
3861	we know everything .	我们什么都知道。
3862	we know our rights .	我们知道我们的权利。
3863	we love each other .	我们彼此相爱。
3864	we love our school .	我们爱我们的学校。
3865	we need assistance .	我们需要帮助。
3866	we need more staff .	我们需要更多员工。
3867	we only need water .	我们需要的只有水。
3868	we ran in the park .	我们在公园里跑了步。
3869	we should break up .	我们分手吧。
3870	we should sit down .	我们应该坐下。
3871	we studied english .	我们学了英语。
3872	we want to go home .	我们想回家。
3873	we want to hear it .	我们想听听。
3874	we're almost broke .	我们快破产了。
3875	we're conservative .	我们很保守。
3876	we're eating bread .	我们在吃面包。
3877	we're good friends .	我们是好朋友。
3878	we're having lunch .	我们在吃午餐。
3879	we're the same age .	他和我同岁。
3880	we've been tricked .	我们被耍了。
3881	we've forgiven you .	我们已经原谅你了。
3882	were you a soldier ?	你是士兵吗？
3883	what a lot of pens !	那么多钢笔！
3884	what a strong wind !	多么强的风啊！
3885	what an idiot i am !	我真是个白痴！
3886	what are you after ?	你想要什么？
3887	what are you after ?	你想要什么 ?
3888	what are you doing ?	你做什么？
3889	what are you doing ?	你在做什么？
3890	what are you doing ?	搞什么啊？
3891	what are you up to ?	你打算做什么？
3892	what awful weather !	多么糟糕的天气啊！
3893	what do tigers eat ?	老虎吃什么东西？
3894	what happened here ?	这儿发生了什么事？
3895	what happened then ?	然后发生了什么事？
3896	what is over there ?	那是什么？
3897	what just happened ?	刚刚发生了什么？
3898	what will you have ?	你将拥有什么？
3899	what will you make ?	你会做什么？
3900	what're you eating ?	在吃什么呢？
3901	what're you saying ?	你在说什么？
3902	what're you saying ?	你在说什么呢？
3903	what's in this bag ?	这个袋子里是什么？
3904	what's up with you ?	你怎么了？
3905	what's your advice ?	你有什么建议呢？
3906	when did it happen ?	什么时候发生的？
3907	when does it begin ?	什么时候开始？
3908	when does it start ?	什么时候开始？
3909	when was tom fired ?	汤姆什么时候被开除的 ?
3910	when was tom fired ?	汤姆什么时候被解雇的 ?
3911	when will it begin ?	什么时候开始？
3912	when will it start ?	什么时候开始？
3913	where are my books ?	我的书在哪？
3914	where are you from ?	你是哪里的人？
3915	where are you from ?	你从哪里来？
3916	where do you study ?	你在哪读书？
3917	where do you study ?	你在哪里读书？
3918	where does he live ?	他住在哪里？
3919	where does it hurt ?	哪里痛 ?
3920	where does it hurt ?	哪里疼 ?
3921	where is the hotel ?	旅馆在哪里？
3922	where is the vodka ?	伏特加在哪里？
3923	where should we go ?	我们应该去哪里？
3924	where're the shoes ?	鞋子在哪儿？
3925	where're you going ?	你要去哪里？
3926	where's the hammer ?	锤子在哪里？
3927	which cap is yours ?	哪顶帽子是你的？
3928	which cup is yours ?	哪个是你的杯子？
3929	which cup is yours ?	哪个杯子是你的？
3930	which hat is yours ?	哪顶帽子是你的？
3931	which is your book ?	哪本是你的书？
3932	which is your book ?	哪本是你们的书？
3933	which is your book ?	哪本是您的书？
3934	which is your book ?	哪本书是您的？
3935	which is your book ?	哪本书是你们的？
3936	who are those guys ?	那些家伙是谁？
3937	who is that person ?	那人谁啊？
3938	who is this person ?	这个人是谁？
3939	who took the money ?	谁拿了钱？
3940	who touched my gun ?	谁碰了我的枪？
3941	whose bike is this ?	这辆自行车是谁的？
3942	whose book is this ?	这是谁的书？
3943	whose book is this ?	这书是谁的？
3944	whose ring is that ?	那是谁的环？
3945	why are they angry ?	他们为什么在生气？
3946	why are you crying ?	你为什么哭？
3947	why are you crying ?	你为什么哭？
3948	why are you so mad ?	你为什么这么生气？
3949	why can't you come ?	你为什么不能来 ?
3950	why do i even care ?	我干嘛在乎？
3951	why do you love me ?	你为什么喜欢我？
3952	why do you need it ?	你为什么需要它？
3953	why is tom excited ?	汤姆为什么兴奋？
3954	why should we help ?	为什么我们应该要帮助？
3955	why were you there ?	你为什么在那里 ?
3956	why worry about it ?	为什么要担心？
3957	will i have a scar ?	我会留疤吗？
3958	write it in pencil .	用铅笔写。
3959	you are free to go .	你可以走了。
